taxon,lfc_aridityMargin,lfc_aridityHyperarid,se_aridityMargin,se_aridityHyperarid,W,p_val,q_val,diff_abn,genus
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodoplanes,-0.5561042580869354,-3.4876444664179926,1.0051208200034796,1.4278829147958438,3.4876444664179926,0.03,1,FALSE,Rhodoplanes
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Mesorhizobium,-9.146013467246475e-10,-0.5847375299373914,1.228235764570133,1.6469495727763113,0.5847375299373914,0.84,1,FALSE,Mesorhizobium
Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_Gemmata,-0.3931698037678009,-2.21959530740687,0.8228227121197382,1.1270676916713596,2.21959530740687,0.07,1,FALSE,Gemmata
Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Jiangella,-0.4322811761671414,-0.8197030724024165,1.0917773882276274,1.3274317499759938,0.8197030724024165,0.74,1,FALSE,Jiangella
Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Geodermatophilaceae_Blastococcus,0.4407007463295911,0.45518238214336837,0.7643548750963542,1.0507091757214613,0.45518238214336837,0.85,1,FALSE,Blastococcus
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia,-0.2982663201241234,-0.39693569580649524,0.9094608581354098,1.2434903251895875,0.39693569580649524,0.88,1,FALSE,Massilia
Bacteria_Bacteroidetes_Saprospirae_Saprospirales_Chitinophagaceae_Segetibacter,0.18870047357573555,0.3631865489913242,0.9849275173914152,1.427175765328001,0.3631865489913242,0.96,1,FALSE,Segetibacter
Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Couchioplanes,0.8267165927838438,0.8267165928342033,0.889497985847563,1.1983425996774841,0.8267165928342033,0.62,1,FALSE,Couchioplanes
Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Cryptosporangiaceae_Cryptosporangium,0.34861449395067134,2.8727655652561848,1.2767682801829818,1.5239967444522027,2.8727655652561848,0.08,1,FALSE,Cryptosporangium
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Geobacillus,2.7910846246209027e-10,1.9920386411935183,0.9951797188177741,1.1873150708908267,1.9920386411935183,0.12,1,FALSE,Geobacillus
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anoxybacillus,0.3311357848848429,0.9602717870753509,0.9557014658964186,1.3901248257652479,0.9602717870753509,0.5700000000000001,1,FALSE,Anoxybacillus
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia,1.279491674494606e-10,0.23571302131642086,1.2246373587098864,1.4669057565487336,0.23571302131642086,0.98,1,FALSE,Burkholderia
Bacteria_Bacteroidetes_Saprospirae_Saprospirales_Chitinophagaceae_Sediminibacterium,0.2161134426734143,1.0647720251311696,0.6694451192129549,0.960321778885593,1.0647720251311696,0.37,1,FALSE,Sediminibacterium
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium,-0.40446296357342426,-0.626228970306263,0.8178704112863611,1.1429329485544193,0.626228970306263,0.77,1,FALSE,Novosphingobium
